,% Observed
21918,57.4
21919,59.7
21920,59.8
21921,59.8
21922,59.8
21923,59.7
21924,59.8
21925,59.7
21926,59.7
21927,59.8
21928,59.7
21929,59.5
21930,58.7
21931,59.6
21932,59.6
21933,59.6
21934,60.3
21935,60.3
21936,60.3
21937,60.2
21938,60.1
21939,60.1
21940,60.2
21941,60.3
21942,60.4
21943,60.4
21944,60.2
21945,60.1
21946,60.2
21947,59.5
21948,60.3
21949,60.2
21950,60.3
21951,60.3
21952,60.2
21953,60.0
21954,60.0
21955,60.1
21956,60.1
21957,60.1
21958,60.5
21959,60.5
21960,60.5
21961,60.4
21962,60.3
21963,60.4
21964,60.4
21965,60.6
21966,60.7
21967,60.7
21968,60.6
21969,60.5
21970,60.5
21971,60.5
21972,60.5
21973,60.5
21974,60.4
21975,60.6
21976,60.5
21977,60.4
21978,60.4
21979,60.4
21980,60.5
21981,60.4
21982,60.8
21983,60.9
21984,60.8
21985,60.7
21986,60.7
21987,60.7
21988,60.7
21989,60.8
21990,61.0
21991,61.1
21992,60.8
21993,60.4
21994,59.5
21995,60.2
21996,60.9
21997,60.9
21998,60.9
21999,60.9
22000,60.8
22001,53.0
22002,57.9
22003,60.7
22004,60.8
22005,60.8
22006,60.7
22007,60.8
22008,60.7
22009,60.7
22010,60.6
22011,60.6
22012,60.6
22013,60.8
22014,60.9
22015,60.8
22016,60.8
22017,60.8
22018,60.8
22019,60.8
22020,60.0
22021,59.9
22022,59.1
22023,60.7
22024,60.7
22025,59.7
22026,60.6
22027,60.7
22028,60.7
22029,60.7
22030,60.9
22031,60.9
22032,60.9
22033,60.8
22034,59.9
22035,59.8
22036,60.6
22037,60.7
22038,60.9
22039,61.0
22040,60.9
22041,60.9
22042,59.3
22043,60.9
22044,60.9
22045,60.8
22046,60.9
22047,60.9
22048,60.8
22049,60.7
22050,60.6
22051,60.7
22052,59.7
22053,60.6
22054,60.9
22055,60.9
22056,60.8
22057,60.1
22058,60.8
22059,60.7
22060,60.7
22061,60.8
22062,60.9
22063,60.9
22064,61.0
22065,61.1
22066,61.2
22067,61.1
22068,61.1
22069,61.1
22070,61.1
22071,61.0
22072,60.9
22073,60.8
22074,60.8
22075,60.7
22076,60.7
22077,60.8
22078,60.6
22079,60.6
22080,60.5
22081,60.4
22082,60.2
22083,60.3
22084,60.2
22085,60.3
22086,60.5
22087,60.6
22088,60.6
22089,60.6
22090,60.6
22091,60.5
22092,58.9
22093,58.9
22094,57.3
22095,59.7
22096,58.9
22097,60.4
22098,60.4
22099,56.4
22100,60.4
22101,59.6
22102,60.6
22103,60.6
22104,60.5
22105,60.5
22106,60.4
22107,60.4
22108,58.8
22109,60.4
22110,60.6
22111,60.7
22112,58.3
22113,52.6
22114,60.7
22115,60.5
22116,52.6
22117,50.1
22118,60.6
22119,60.6
22120,60.6
22121,60.5
22122,60.5
22123,60.5
22124,60.6
22125,60.6
22126,60.7
22127,60.7
22128,60.8
22129,60.5
22130,60.4
22131,60.4
22132,60.4
22133,60.5
22134,60.7
22135,60.6
22136,60.6
22137,60.5
22138,60.5
22139,60.4
22140,60.4
22141,60.5
22142,60.6
22143,60.7
22144,60.7
22145,60.6
22146,60.6
22147,60.6
22148,60.7
22149,60.7
22150,60.3
22151,60.4
22152,60.3
22153,60.3
22154,60.1
22155,60.1
22156,60.1
22157,60.2
22158,60.3
22159,60.2
22160,60.3
22161,60.0
22162,60.0
22163,60.0
22164,59.9
22165,59.9
22166,59.9
22167,59.8
22168,59.8
22169,59.7
22170,59.6
22171,57.2
22172,59.7
22173,59.7
22174,60.2
22175,60.2
22176,60.2
22177,60.1
22178,60.0
22179,60.0
22180,60.0
22181,60.2
22182,60.3
22183,60.3
22184,60.2
22185,60.2
22186,60.2
22187,60.2
22188,58.7
22189,60.2
22190,60.2
22191,60.2
22192,60.1
22193,60.1
22194,60.0
22195,60.1
22196,60.1
22197,60.1
22198,60.8
22199,60.8
22200,60.7
22201,60.7
22202,60.6
22203,60.6
22204,60.6
22205,60.7
22206,60.9
22207,60.9
22208,60.9
22209,60.9
22210,60.9
22211,60.9
22212,60.8
22213,60.8
22214,60.8
22215,60.7
22216,60.6
22217,60.5
22218,60.5
22219,60.7
22220,60.7
22221,60.7
22222,60.4
22223,60.5
22224,60.4
22225,59.7
22226,59.9
22227,59.7
22228,59.7
22229,59.8
22230,59.9
22231,58.3
22232,59.8
22233,59.8
22234,59.8
22235,59.8
22236,59.8
22237,53.2
22238,58.7
22239,59.8
22240,59.6
22241,59.5
22242,59.5
22243,59.5
22244,58.0
22245,59.6
22246,59.4
22247,59.5
22248,59.5
22249,59.4
22250,59.3
22251,59.3
22252,59.3
22253,59.3
22254,59.4
22255,59.5
22256,59.5
22257,59.5
22258,59.4
22259,59.4
22260,59.4
22261,59.4
22262,59.4
22263,59.3
22264,59.2
22265,59.1
22266,59.0
22267,59.0
22268,58.7
22269,59.0
22270,59.9
22271,59.7
22272,59.1
22273,59.7
22274,59.7
22275,59.7
22276,59.7
22277,59.7
22278,59.9
22279,59.9
22280,59.9
22281,59.9
22282,59.9
22283,59.9
22284,59.9
22285,59.9
22286,59.8
22287,59.8
22288,59.9
22289,59.7
22290,58.2
22291,59.7
22292,59.8
22293,59.7
22294,59.9
22295,59.9
22296,59.9
22297,59.8
22298,59.7
22299,59.7
22300,59.7
22301,59.7
22302,59.9
22303,59.9
22304,59.9
22305,59.9
22306,59.8
22307,59.7
22308,59.7
22309,59.7
22310,59.7
22311,59.7
22312,59.6
22313,59.5
22314,59.5
22315,59.5
22316,59.4
22317,57.1
22318,59.9
22319,60.0
22320,59.9
22321,59.9
22322,59.7
22323,59.7
22324,59.7
22325,59.8
22326,59.9
22327,59.9
22328,60.0
22329,60.0
22330,60.0
22331,60.0
22332,59.8
22333,59.6
22334,59.1
22335,59.1
22336,59.0
22337,59.0
22338,58.9
22339,58.9
22340,58.9
22341,58.8
22342,58.5
22343,58.5
22344,58.5
22345,58.3
22346,58.3
22347,58.4
22348,58.3
22349,58.3
22350,58.3
22351,58.3
22352,58.4
22353,58.4
22354,58.4
22355,58.4
22356,58.1
22357,58.0
22358,58.4
22359,58.4
22360,58.4
22361,58.3
22362,58.4
22363,58.5
22364,58.5
22365,58.5
22366,58.0
22367,57.9
22368,57.9
22369,57.9
22370,57.6
22371,57.5
22372,57.5
22373,57.6
22374,57.8
22375,57.9
22376,57.9
22377,57.8
22378,57.9
22379,57.9
22380,57.9
22381,57.2
22382,57.8
22383,57.8
22384,57.8
22385,57.7
22386,57.7
22387,57.7
22388,57.0
22389,57.7
22390,58.0
22391,57.9
22392,58.0
22393,58.0
22394,57.9
22395,57.9
22396,57.8
22397,57.9
22398,58.0
22399,57.9
22400,57.9
22401,57.9
22402,57.3
22403,57.9
22404,58.0
22405,58.1
22406,58.0
22407,58.1
22408,58.0
22409,57.8
22410,57.8
22411,57.8
22412,57.8
22413,57.8
22414,57.7
22415,57.7
22416,57.7
22417,57.6
22418,57.6
22419,57.5
22420,57.6
22421,57.6
22422,57.8
22423,57.8
22424,53.5
22425,49.4
22426,49.3
22427,49.3
22428,56.9
22429,57.6
22430,57.6
22431,57.6
22432,57.5
22433,57.4
22434,57.4
22435,57.4
22436,57.4
22437,57.4
22438,57.9
22439,58.0
22440,57.9
22441,57.8
22442,57.8
22443,57.8
22444,57.8
22445,57.8
22446,57.9
22447,57.9
22448,58.0
22449,57.2
22450,57.9
22451,57.9
22452,57.9
22453,57.9
22454,57.9
22455,57.9
22456,57.8
22457,57.1
22458,57.8
22459,57.8
22460,57.8
22461,57.8
22462,58.1
22463,58.1
22464,58.1
22465,58.1
22466,57.9
22467,58.0
22468,57.9
22469,58.0
22470,58.2
22471,58.2
22472,58.0
22473,58.0
22474,58.0
22475,58.1
22476,58.0
22477,58.0
22478,58.0
22479,57.9
22480,57.9
22481,57.9
22482,58.0
22483,58.0
22484,57.9
22485,57.9
22486,58.1
22487,58.1
22488,58.1
22489,58.0
22490,57.9
22491,54.5
22492,57.9
22493,57.2
22494,58.1
22495,57.6
22496,57.1
22497,57.1
22498,57.1
22499,55.3
22500,45.1
22501,45.1
22502,44.7
22503,42.7
22504,44.6
22505,44.6
22506,44.0
22507,43.3
22508,44.7
22509,44.6
22510,44.1
22511,44.1
22512,44.1
22513,43.9
22514,43.9
22515,54.6
22516,56.7
22517,56.9
22518,57.0
22519,57.0
22520,55.9
22521,55.9
22522,55.9
22523,55.3
22524,56.1
22525,56.8
22526,56.9
22527,56.9
22528,56.7
22529,56.7
22530,56.6
22531,56.6
22532,56.7
22533,56.7
22534,59.0
22535,59.0
22536,58.8
22537,58.8
22538,58.8
22539,58.7
22540,58.8
22541,58.8
22542,58.9
22543,59.1
22544,59.1
22545,59.0
22546,57.5
22547,58.9
22548,56.8
22549,57.5
22550,58.9
22551,58.9
22552,58.7
22553,58.6
22554,58.6
22555,58.7
22556,58.7
22557,58.7
22558,59.6
22559,59.5
22560,59.5
22561,59.5
22562,59.3
22563,59.2
22564,59.2
22565,59.3
22566,59.5
22567,59.4
22568,59.4
22569,59.4
22570,59.5
22571,59.4
22572,59.5
22573,59.5
22574,59.6
22575,59.5
22576,59.4
22577,59.4
22578,59.4
22579,59.4
22580,59.4
22581,59.5
22582,59.3
22583,59.4
22584,59.3
22585,59.3
22586,59.2
22587,59.0
22588,57.8
22589,57.8
22590,57.8
22591,53.6
22592,54.6
22593,57.8
22594,57.8
22595,57.6
22596,57.8
22597,57.8
22598,57.8
22599,57.7
22600,56.1
22601,57.7
22602,56.2
22603,57.7
22604,57.8
22605,57.8
22606,57.6
22607,58.4
22608,58.4
22609,58.3
22610,58.2
22611,58.3
22612,58.3
22613,58.3
22614,58.3
22615,58.3
22616,52.3
22617,51.8
22618,51.7
22619,51.7
22620,51.6
22621,51.7
22622,51.6
22623,58.1
22624,57.3
22625,58.1
22626,58.2
22627,58.2
22628,58.3
22629,58.3
22630,58.7
22631,58.7
22632,58.6
22633,58.6
22634,58.4
22635,53.7
22636,58.4
22637,58.3
22638,58.4
22639,58.5
22640,58.4
22641,58.2
22642,58.2
22643,58.2
22644,58.2
22645,58.1
22646,58.1
22647,58.1
22648,58.0
22649,58.1
22650,58.1
22651,58.1
22652,58.2
22653,58.2
22654,59.5
22655,59.5
22656,59.5
22657,59.4
22658,59.3
22659,59.2
22660,59.2
22661,59.3
22662,59.4
22663,59.4
22664,47.0
22665,43.5
22666,43.6
22667,43.5
22668,47.8
22669,56.6
22670,59.3
22671,59.2
22672,59.2
22673,59.2
22674,59.1
22675,59.0
22676,59.2
22677,59.2
22678,59.4
22679,59.5
22680,58.6
22681,59.4
22682,59.4
22683,59.2
22684,59.4
22685,59.5
22686,59.5
22687,58.7
22688,58.7
22689,58.7
22690,58.6
22691,58.5
22692,58.6
22693,53.2
22694,55.4
22695,58.6
22696,58.5
22697,58.5
22698,58.5
22699,58.5
22700,58.6
22701,58.6
22702,58.7
22703,58.6
22704,58.6
22705,57.4
22706,58.4
22707,58.3
22708,58.3
22709,58.3
22710,58.3
22711,58.4
22712,58.4
22713,58.4
22714,58.4
22715,58.4
22716,58.4
22717,58.5
22718,58.4
22719,58.4
22720,58.3
22721,58.3
22722,58.3
22723,58.3
22724,58.3
22725,58.4
22726,57.9
22727,57.9
22728,57.9
22729,57.9
22730,57.9
22731,57.8
22732,57.7
22733,57.8
22734,57.7
22735,57.8
22736,57.8
22737,57.8
22738,57.8
22739,57.8
22740,57.8
22741,57.8
22742,57.8
22743,57.8
22744,57.7
22745,57.7
22746,57.7
22747,57.7
22748,57.7
22749,57.7
22750,57.6
22751,57.7
22752,57.6
22753,57.5
22754,57.4
22755,57.3
22756,57.3
22757,57.3
22758,57.3
22759,57.3
22760,57.2
22761,57.1
22762,57.2
22763,57.2
22764,57.1
22765,57.2
22766,57.2
22767,57.1
22768,57.1
22769,57.0
22770,57.2
22771,57.3
22772,57.3
22773,57.3
22774,57.7
22775,57.7
22776,57.7
22777,57.5
22778,57.3
22779,57.3
22780,57.3
22781,57.2
22782,57.2
22783,57.3
22784,57.3
22785,57.2
22786,57.2
22787,57.2
22788,57.1
22789,57.1
22790,57.1
22791,57.1
22792,57.1
22793,57.2
22794,57.2
22795,57.2
22796,57.2
22797,57.2
22798,57.6
22799,57.7
22800,57.6
22801,57.5
22802,57.4
22803,57.4
22804,57.3
22805,57.4
22806,57.4
22807,57.4
22808,57.4
22809,57.4
22810,57.3
22811,57.3
22812,57.3
22813,57.3
22814,57.3
22815,57.3
22816,57.3
22817,57.2
22818,57.2
22819,57.4
22820,57.4
22821,57.4
22822,58.1
22823,58.1
22824,58.1
22825,58.0
22826,57.9
22827,57.9
22828,57.9
22829,57.9
22830,57.9
22831,57.9
22832,57.9
22833,57.9
22834,57.8
22835,57.8
22836,57.9
22837,57.8
22838,57.8
22839,57.8
22840,57.8
22841,57.7
22842,57.7
22843,57.8
22844,57.8
22845,57.8
22846,55.4
22847,54.5
22848,54.5
22849,54.4
22850,54.3
22851,54.3
22852,57.5
22853,57.9
22854,58.1
22855,58.1
22856,58.0
22857,52.3
22858,48.2
22859,51.4
22860,57.7
22861,57.7
22862,57.7
22863,57.6
22864,57.4
22865,57.5
22866,57.5
22867,57.5
22868,57.5
22869,57.6
22870,57.6
22871,57.6
22872,57.6
22873,57.5
22874,57.5
22875,57.4
22876,57.4
22877,57.4
22878,57.5
22879,57.5
22880,57.6
22881,57.6
22882,57.5
22883,57.5
22884,57.5
22885,57.6
22886,57.6
22887,57.6
22888,57.5
22889,57.5
22890,57.5
22891,57.4
22892,57.4
22893,53.2
22894,54.9
22895,58.1
22896,58.0
22897,57.9
22898,58.0
22899,57.9
22900,57.9
22901,57.9
22902,57.9
22903,57.9
22904,58.0
22905,58.1
22906,58.1
22907,58.1
22908,58.0
22909,58.0
22910,58.1
22911,58.1
22912,58.0
22913,58.0
22914,58.0
22915,58.0
22916,58.0
22917,58.1
22918,57.7
22919,57.7
22920,57.7
22921,57.6
22922,57.5
22923,57.5
22924,57.4
22925,57.5
22926,57.6
22927,57.6
22928,57.6
22929,57.5
22930,57.5
22931,57.5
22932,56.7
22933,57.5
22934,57.4
22935,57.4
22936,57.4
22937,57.4
22938,57.5
22939,57.5
22940,57.5
22941,57.4
22942,58.0
22943,58.0
22944,58.0
22945,57.9
22946,57.7
22947,57.7
22948,57.7
22949,57.7
22950,57.7
22951,57.7
22952,57.4
22953,57.4
22954,57.4
22955,57.4
22956,57.7
22957,57.7
22958,57.7
22959,57.8
22960,57.7
22961,57.8
22962,57.8
22963,57.7
22964,57.8
22965,57.8
22966,57.5
22967,57.6
22968,57.5
22969,57.4
22970,57.3
22971,57.3
22972,57.3
22973,57.3
22974,57.3
22975,57.4
22976,57.5
22977,57.4
22978,57.3
22979,56.7
22980,56.4
22981,57.3
22982,57.3
22983,57.4
22984,57.3
22985,57.4
22986,57.4
22987,56.7
22988,56.4
22989,57.2
22990,58.0
22991,58.0
22992,58.0
22993,57.9
22994,57.8
22995,57.8
22996,57.8
22997,57.8
22998,57.9
22999,58.0
23000,58.0
23001,58.0
23002,57.1
23003,51.1
23004,43.8
23005,35.2
23006,57.9
23007,57.9
23008,57.9
23009,57.8
23010,57.7
23011,57.7
23012,57.7
23013,57.7
23014,58.2
23015,58.2
23016,58.2
23017,58.1
23018,58.0
23019,57.9
23020,58.0
23021,57.9
23022,58.0
23023,58.0
23024,58.1
23025,58.0
23026,57.9
23027,57.9
23028,57.9
23029,58.0
23030,58.0
23031,58.0
23032,58.0
23033,58.0
23034,57.9
23035,57.9
23036,57.9
23037,57.8
23038,58.3
23039,58.3
23040,58.3
23041,58.2
23042,58.1
23043,58.0
23044,58.1
23045,58.0
23046,57.9
23047,58.0
23048,58.2
23049,58.2
23050,58.2
23051,58.2
23052,58.2
23053,58.2
23054,58.2
23055,56.1
23056,58.1
23057,58.1
23058,58.1
23059,58.1
23060,58.1
23061,58.1
23062,58.3
23063,58.3
23064,54.3
23065,58.2
23066,58.1
23067,58.0
23068,58.1
23069,58.1
23070,58.1
23071,58.1
23072,58.2
23073,58.2
23074,58.2
23075,58.2
23076,58.1
23077,58.1
23078,58.1
23079,58.1
23080,58.1
23081,58.1
23082,58.1
23083,58.1
23084,58.1
23085,58.2
23086,57.9
23087,57.8
23088,57.8
23089,57.7
23090,57.6
23091,57.6
23092,57.6
23093,57.6
23094,56.6
23095,57.7
23096,57.8
23097,57.7
23098,57.7
23099,57.7
23100,57.7
23101,57.7
23102,57.6
23103,57.6
23104,57.7
23105,57.8
23106,57.8
23107,55.6
23108,57.5
23109,57.7
23110,58.3
23111,58.3
23112,58.3
23113,58.1
23114,58.0
23115,58.1
23116,45.5
23117,45.6
23118,45.7
23119,45.7
23120,58.2
23121,58.1
23122,58.1
23123,57.9
23124,57.9
23125,58.0
23126,57.9
23127,57.9
23128,57.9
23129,58.0
23130,58.0
23131,58.0
23132,58.0
23133,58.0
23134,58.7
23135,58.6
23136,58.5
23137,58.5
23138,58.4
23139,58.3
23140,58.3
23141,58.4
23142,58.4
23143,58.4
23144,58.3
23145,58.3
23146,58.4
23147,58.3
23148,58.3
23149,58.3
23150,58.3
23151,58.3
23152,58.3
23153,58.3
23154,58.3
23155,58.3
23156,58.4
23157,58.4
23158,58.5
23159,58.5
23160,58.4
23161,58.3
23162,58.3
23163,58.3
23164,58.3
23165,58.3
23166,58.4
23167,58.4
23168,58.3
23169,58.3
23170,58.3
23171,58.3
23172,58.2
23173,58.2
23174,58.2
23175,58.2
23176,58.2
23177,58.1
23178,58.1
23179,58.2
23180,58.2
23181,58.3
23182,58.3
23183,58.3
23184,58.3
23185,58.2
23186,58.1
23187,58.1
23188,58.1
23189,58.2
23190,58.1
23191,58.0
23192,57.8
23193,57.7
23194,57.7
23195,57.7
23196,57.9
23197,57.9
23198,57.9
23199,57.8
23200,57.8
23201,57.8
23202,57.8
23203,57.9
23204,57.9
23205,57.9
23206,57.9
23207,57.9
23208,57.8
23209,57.8
23210,57.7
23211,57.7
23212,57.7
23213,57.7
23214,57.7
23215,57.7
23216,57.7
23217,57.7
23218,57.7
23219,57.7
23220,57.7
23221,57.7
23222,57.6
23223,57.6
23224,57.5
23225,57.5
23226,57.5
23227,57.6
23228,57.6
23229,57.7
23230,58.0
23231,58.0
23232,57.9
23233,57.9
23234,57.9
23235,57.8
23236,57.8
23237,57.9
23238,57.9
23239,57.8
23240,57.8
23241,57.8
23242,57.8
23243,57.8
23244,57.8
23245,57.8
23246,57.9
23247,57.8
23248,57.8
23249,57.7
23250,57.7
23251,57.8
23252,57.8
23253,57.9
23254,57.8
23255,57.7
23256,57.6
23257,57.5
23258,57.5
23259,57.5
23260,57.4
23261,57.4
23262,57.5
23263,57.5
23264,57.5
23265,57.5
23266,57.5
23267,57.5
23268,57.5
23269,57.5
23270,57.5
23271,57.4
23272,57.4
23273,57.4
23274,57.5
23275,57.6
23276,57.6
23277,57.6
23278,58.2
23279,58.2
23280,58.1
23281,58.0
23282,57.9
23283,57.9
23284,58.0
23285,58.0
23286,58.0
23287,58.0
23288,58.0
23289,57.9
23290,57.9
23291,57.9
23292,58.0
23293,58.0
23294,58.0
23295,58.0
23296,58.0
23297,58.0
23298,58.0
23299,58.0
23300,58.0
23301,58.0
23302,55.9
23303,55.9
23304,58.4
23305,58.3
23306,58.2
23307,58.1
23308,58.1
23309,58.2
23310,58.2
23311,58.2
23312,58.1
23313,58.0
23314,58.1
23315,58.1
23316,58.1
23317,58.0
23318,58.1
23319,58.1
23320,58.1
23321,58.2
23322,58.2
23323,58.2
23324,58.2
23325,58.1
23326,57.7
23327,57.7
23328,57.6
23329,57.6
23330,57.5
23331,57.5
23332,57.5
23333,57.5
23334,57.5
23335,57.6
23336,57.6
23337,57.6
23338,57.2
23339,56.9
23340,57.6
23341,57.6
23342,57.6
23343,57.5
23344,57.5
23345,57.4
23346,57.3
23347,57.3
23348,57.3
23349,57.4
23350,57.7
23351,57.7
23352,57.7
23353,57.7
23354,57.6
23355,57.6
23356,57.6
23357,57.6
23358,57.7
23359,57.6
23360,55.2
23361,57.6
23362,57.6
23363,57.6
23364,57.6
23365,57.6
23366,57.6
23367,57.6
23368,57.6
23369,57.6
23370,57.6
23371,57.6
23372,57.6
23373,57.7
23374,58.6
23375,58.6
23376,58.5
23377,58.5
23378,58.4
23379,58.4
23380,58.3
23381,58.4
23382,58.5
23383,58.5
23384,58.5
23385,58.5
23386,58.5
23387,58.4
23388,58.4
23389,58.4
23390,58.4
23391,58.4
23392,58.4
23393,58.4
23394,58.4
23395,58.4
23396,58.4
23397,58.4
23398,58.4
23399,58.4
23400,58.4
23401,58.3
23402,57.7
23403,58.2
23404,58.2
23405,58.2
23406,58.3
23407,58.2
23408,58.2
23409,58.2
23410,58.2
23411,58.2
23412,58.2
23413,58.2
23414,58.2
23415,58.2
23416,58.2
23417,58.2
23418,58.1
23419,58.0
23420,58.1
23421,58.2
23422,58.0
23423,58.0
23424,58.0
23425,57.8
23426,57.7
23427,57.7
23428,57.7
23429,57.7
23430,57.7
23431,57.7
23432,57.8
23433,57.8
23434,56.9
23435,57.6
23436,57.6
23437,57.6
23438,57.6
23439,57.5
23440,57.5
23441,57.5
23442,57.5
23443,57.6
23444,57.6
23445,57.6
23446,57.8
23447,57.9
23448,57.8
23449,57.7
23450,57.7
23451,57.6
23452,57.6
23453,57.6
23454,57.7
23455,57.7
23456,57.7
23457,55.6
23458,57.7
23459,57.7
23460,57.7
23461,57.7
23462,57.7
23463,57.6
23464,57.7
23465,57.5
23466,57.6
23467,57.7
23468,57.7
23469,57.7
23470,58.1
23471,58.1
23472,58.1
23473,58.0
23474,57.9
23475,57.9
23476,57.8
23477,57.9
23478,58.0
23479,58.0
23480,57.8
23481,54.8
23482,51.5
23483,57.7
23484,57.8
23485,57.8
23486,57.9
23487,57.8
23488,57.9
23489,57.8
23490,57.5
23491,57.4
23492,57.3
23493,57.3
23494,57.9
23495,57.7
23496,57.5
23497,56.4
23498,55.9
23499,55.7
23500,55.8
23501,55.9
23502,56.0
23503,56.1
23504,56.0
23505,56.0
23506,56.0
23507,56.0
23508,56.0
23509,56.0
23510,56.0
23511,56.1
23512,56.1
23513,56.1
23514,57.0
23515,57.1
23516,57.2
23517,57.3
23518,55.6
23519,55.5
23520,55.5
23521,55.4
23522,55.4
23523,55.3
23524,55.3
23525,55.4
23526,55.4
23527,55.4
23528,55.4
23529,55.4
23530,51.2
23531,52.2
23532,55.4
23533,55.4
23534,55.3
23535,55.3
23536,55.3
23537,55.3
23538,55.4
23539,55.3
23540,55.3
23541,55.3
23542,57.7
23543,57.7
23544,57.6
23545,57.6
23546,57.4
23547,57.4
23548,57.4
23549,57.5
23550,57.4
23551,57.5
23552,57.5
23553,57.6
23554,57.6
23555,57.6
23556,57.6
23557,57.6
23558,57.6
23559,57.6
23560,57.6
23561,57.6
23562,57.5
23563,57.5
23564,57.6
23565,57.6
23566,58.0
23567,58.0
23568,57.9
23569,58.0
23570,57.9
23571,57.8
23572,57.7
23573,57.8
23574,57.9
23575,57.9
23576,57.9
23577,57.9
23578,57.9
23579,57.9
23580,57.9
23581,57.8
23582,57.8
23583,57.8
23584,57.8
23585,57.8
23586,57.9
23587,57.9
23588,57.9
23589,57.9
23590,57.8
23591,57.8
23592,57.8
23593,57.7
23594,57.4
23595,57.5
23596,57.5
23597,57.0
23598,56.8
23599,56.8
23600,56.8
23601,56.7
23602,56.9
23603,57.0
23604,57.3
23605,57.3
23606,57.3
23607,57.4
23608,57.4
23609,57.4
23610,57.5
23611,57.5
23612,57.5
23613,57.5
23614,55.8
23615,55.8
23616,55.7
23617,55.5
23618,55.5
23619,55.5
23620,55.5
23621,55.5
23622,55.5
23623,55.5
23624,55.5
23625,55.5
23626,55.5
23627,55.4
23628,55.5
23629,55.4
23630,55.4
23631,55.4
23632,55.5
23633,55.5
23634,55.6
23635,55.6
23636,55.6
23637,55.6
23638,56.4
23639,56.4
23640,56.3
23641,56.2
23642,56.1
23643,56.1
23644,56.1
23645,56.1
23646,56.2
23647,56.2
23648,55.7
23649,56.0
23650,52.9
23651,50.8
23652,55.8
23653,55.8
23654,55.8
23655,55.8
23656,55.8
23657,55.8
23658,55.7
23659,55.7
23660,55.8
23661,55.9
23662,56.1
23663,56.2
23664,56.2
23665,56.1
23666,56.0
23667,56.0
23668,56.0
23669,56.0
23670,56.0
23671,56.0
23672,56.1
23673,56.0
23674,56.0
23675,56.0
23676,53.5
23677,55.9
23678,55.9
23679,55.9
23680,55.9
23681,55.9
23682,55.9
23683,55.9
23684,55.9
23685,55.9
23686,56.1
23687,56.1
23688,56.0
23689,55.9
23690,55.7
23691,55.7
23692,55.7
23693,55.7
23694,55.8
23695,55.8
23696,55.8
23697,55.7
23698,55.7
23699,55.8
23700,55.8
23701,55.8
23702,55.8
23703,55.8
23704,55.8
23705,55.7
23706,55.8
23707,55.8
23708,55.8
23709,55.9
23710,56.0
23711,56.0
23712,55.9
23713,55.9
23714,55.8
23715,55.8
23716,55.7
23717,55.7
23718,55.7
23719,55.7
23720,55.7
23721,55.8
23722,55.8
23723,55.9
23724,55.9
23725,55.9
23726,55.9
23727,55.8
23728,55.8
23729,55.8
23730,55.8
23731,55.8
23732,55.7
23733,55.8
23734,55.9
23735,55.8
23736,55.7
23737,55.7
23738,55.6
23739,55.5
23740,55.6
23741,55.6
23742,55.6
23743,55.7
23744,55.7
23745,55.7
23746,55.7
23747,55.7
23748,55.7
23749,55.7
23750,55.7
23751,55.7
23752,55.7
23753,55.7
23754,55.7
23755,55.7
23756,55.7
23757,55.8
23758,55.6
23759,55.7
23760,55.5
23761,55.3
23762,55.3
23763,55.3
23764,55.3
23765,55.3
23766,55.4
23767,55.4
23768,55.1
23769,55.4
23770,55.3
23771,55.3
23772,55.3
23773,55.2
23774,55.3
23775,55.3
23776,55.3
23777,55.3
23778,55.3
23779,55.3
23780,55.3
23781,55.3
23782,55.5
23783,55.6
23784,55.5
23785,55.3
23786,54.9
23787,54.9
23788,54.8
23789,54.8
23790,54.9
23791,54.8
23792,54.8
23793,54.7
23794,54.9
23795,54.9
23796,54.9
23797,54.9
23798,54.9
23799,54.8
23800,54.8
23801,54.7
23802,54.7
23803,54.7
23804,54.7
23805,54.7
23806,55.0
23807,55.0
23808,54.9
23809,54.8
23810,54.7
23811,54.6
23812,54.6
23813,54.7
23814,54.9
23815,54.9
23816,54.9
23817,54.9
23818,53.6
23819,53.6
23820,54.9
23821,53.6
23822,54.2
23823,54.9
23824,54.9
23825,54.9
23826,54.8
23827,54.2
23828,54.9
23829,54.9
23830,54.6
23831,55.3
23832,54.0
23833,55.2
23834,55.0
23835,55.0
23836,54.3
23837,53.0
23838,54.9
23839,55.0
23840,54.4
23841,55.0
23842,55.0
23843,55.1
23844,55.1
23845,55.0
23846,54.9
23847,54.9
23848,54.8
23849,54.7
23850,54.7
23851,54.7
23852,54.7
23853,54.7
23854,55.9
23855,55.9
23856,55.9
23857,55.7
23858,55.6
23859,55.6
23860,55.5
23861,55.6
23862,55.9
23863,55.8
23864,55.8
23865,55.8
23866,55.8
23867,55.8
23868,55.8
23869,55.9
23870,56.0
23871,55.9
23872,55.9
23873,55.8
23874,55.9
23875,55.9
23876,55.8
23877,55.8
23878,55.9
23879,55.9
23880,55.8
23881,55.7
23882,55.6
23883,55.5
23884,55.5
23885,55.7
23886,55.8
23887,55.9
23888,56.0
23889,55.9
23890,55.9
23891,55.9
23892,55.9
23893,55.9
23894,56.0
23895,56.1
23896,56.0
23897,56.0
23898,56.0
23899,56.0
23900,55.9
23901,55.9
23902,57.1
23903,57.1
23904,56.9
23905,56.8
23906,56.8
23907,56.7
23908,56.6
23909,56.7
23910,56.8
23911,56.8
23912,56.8
23913,56.8
23914,56.8
23915,56.8
23916,56.8
